active,passive,verb,bad,exclude,match
The sudden movement scared the cat.,The cat was scared by the sudden movement.,scare,,,TRUE
The thunder scared the baby.,The baby was scared by the thunder.,scare,,,TRUE
The prank scared the unsuspecting victim.,The unsuspecting victim was scared by the prank.,scare,,,TRUE
The dark room scared the visitors.,The visitors were scared by the dark room.,scare,,,TRUE
The creepy music scared the players.,The players were scared by the creepy music.,scare,,,TRUE
The news shocked the community.,The community was shocked by the news.,shock,,,TRUE
The performance shocked the audience.,The audience was shocked by the performance.,shock,,,TRUE
The unexpected event shocked everyone.,The unexpected event was shocked by everyone.,shock,,,TRUE
The documentary shocked the viewers.,The viewers were shocked by the documentary.,shock,,,TRUE
The revelation shocked the scientist.,The scientist was shocked by the revelation.,shock,,,TRUE
The accident shocked the witnesses.,The witnesses were shocked by the accident.,shock,,,TRUE
The storm shocked the residents.,The residents were shocked by the storm.,shock,,,TRUE
The criticism shocked the artist.,The artist was shocked by the criticism.,shock,,,TRUE
The announcement shocked the employees.,The employees were shocked by the announcement.,shock,,,TRUE
The spoiled milk sickened the toddler.,The toddler was sickened by the spoiled milk.,sicken,x,,TRUE
The news sickened the audience.,The audience was sickened by the news.,sicken,,,TRUE
The movie sickened the viewers.,The viewers were sickened by the movie.,sicken,,,TRUE
The food sickened the family.,The family was sickened by the food.,sicken,x,,TRUE
The argument sickened the friends.,The friends were sickened by the argument.,sicken,x,,TRUE
The pollution sickened the animals.,The animals were sickened by the pollution.,sicken,x,,TRUE
The argument sickened the community.,The community was sickened by the argument.,sicken,x,,TRUE
The loud noise startled the cat.  ,The cat was startled by the loud noise.,startle,,,TRUE
The sudden movement startled the horse.  ,The horse was startled by the sudden movement.,startle,,,TRUE
A clap of thunder startled the child.  ,The child was startled by a clap of thunder.,startle,,,TRUE
The quick motion startled the bird.  ,The bird was startled by the quick motion.,startle,,,TRUE
The unexpected arrival startled the guests.  ,The guests were startled by the unexpected arrival.,startle,,,TRUE
The bright light startled the deer.  ,The deer was startled by the bright light.,startle,,,TRUE
A horn honk startled the cyclist.  ,The cyclist was startled by a horn honk.,startle,,,TRUE
The unexpected shout startled the crowd.  ,The crowd was startled by the unexpected shout.,startle,,,TRUE
The flash of lightning startled the dog.  ,The dog was startled by the flash of lightning.,startle,,,TRUE
The magician stunned the audience.,The audience was stunned by the magician.,stun,,,TRUE
The news stunned the entire team.,The entire team was stunned by the news.,stun,,,TRUE
The performance stunned the critics.,The critics were stunned by the performance.,stun,,,TRUE
A loud noise stunned the children.,The children were stunned by a loud noise.,stun,,,TRUE
The event stunned the onlookers.,The onlookers were stunned by the event.,stun,,,TRUE
The unexpected twist stunned the viewers.,The viewers were stunned by the unexpected twist.,stun,,,TRUE
The revelation stunned the investigators.,The investigators were stunned by the revelation.,stun,,,TRUE
The storm stunned the residents.,The residents were stunned by the storm.,stun,,,TRUE
The movie stunned the fans.,The fans were stunned by the movie.,stun,,,TRUE
The magician surprised the audience.,The audience was surprised by the magician.,surprise,,,TRUE
The news surprised the students.,The students were surprised by the news.,surprise,,,TRUE
The birthday party surprised the guests.,The guests were surprised by the birthday party.,surprise,,,TRUE
The announcement surprised the employees.,The employees were surprised by the announcement.,surprise,,,TRUE
The plot twist surprised the readers.,The readers were surprised by the plot twist.,surprise,,,TRUE
The gift surprised the child.,The child was surprised by the gift.,surprise,,,TRUE
The loud noise surprised the dog.,The dog was surprised by the loud noise.,surprise,,,TRUE
The performance surprised the critics.,The critics were surprised by the performance.,surprise,,,TRUE
The event surprised the community.,The community was surprised by the event.,surprise,,,TRUE
The kitten teased the puppy.  ,The puppy was teased by the kitten.,tease,,,TRUE
The siblings teased each other.  ,The siblings were teased by each other.,tease,x,,TRUE
The teacher teased the students.  ,The students were teased by the teacher.,tease,,,TRUE
The comedian teased the audience.  ,The audience was teased by the comedian.,tease,,,TRUE
The cat teased the bird.  ,The bird was teased by the cat.,tease,,,TRUE
The friends teased the newcomer.  ,The newcomer was teased by the friends.,tease,,,TRUE
The group teased the shy member.  ,The shy member was teased by the group.,tease,,,TRUE
The player teased the opponent.  ,The opponent was teased by the player.,tease,,,TRUE
The horror movie terrified the audience.  ,The audience was terrified by the horror movie.,terrify,,,TRUE
The storm terrified the hikers.  ,The hikers were terrified by the storm.,terrify,,,TRUE
The ghost story terrified the campers.  ,The campers were terrified by the ghost story.,terrify,,,TRUE
The sudden noise terrified the dog.  ,The dog was terrified by the sudden noise.,terrify,,,TRUE
The angry teacher terrified the students.  ,The students were terrified by the angry teacher.,terrify,,,TRUE
The dark alley terrified the tourists.  ,The tourists were terrified by the dark alley.,terrify,,,TRUE
The haunted house terrified the visitors.  ,The visitors were terrified by the haunted house.,terrify,,,TRUE
The snake terrified the explorer.  ,The explorer was terrified by the snake.,terrify,,,TRUE
The cat terrorized the small bird.,The small bird was terrorized by the cat.,terrorize,,,TRUE
A group of kids terrorized the neighborhood.,The neighborhood was terrorized by a group of kids.,terrorize,,,TRUE
The ghost terrorized the residents.,The residents were terrorized by the ghost.,terrorize,,,TRUE
The bully terrorized the new student.,The new student was terrorized by the bully.,terrorize,,,TRUE
The storm terrorized the coastal town.,The coastal town was terrorized by the storm.,terrorize,,,TRUE
The loud noises terrorized the puppies.,The puppies were terrorized by the loud noises.,terrorize,,,TRUE
The villain terrorized the city.,The city was terrorized by the villain.,terrorize,,,TRUE
The dark shadows terrorized the villagers.,The villagers were terrorized by the dark shadows.,terrorize,,,TRUE
The unexpected event terrorized the guests.,The guests were terrorized by the unexpected event.,terrorize,,,TRUE
The villain threatened the hero.,The hero was threatened by the villain.,threaten,,,TRUE
The storm threatened the small boat.,The small boat was threatened by the storm.,threaten,,,TRUE
A wolf threatened the sheep.,The sheep was threatened by a wolf.,threaten,,,TRUE
The bully threatened the student.,The student was threatened by the bully.,threaten,,,TRUE
Dark clouds threatened the picnic.,The picnic was threatened by dark clouds.,threaten,,,TRUE
The manager threatened the employee.,The employee was threatened by the manager.,threaten,,,TRUE
The noise threatened the silence.,The silence was threatened by the noise.,threaten,x,,TRUE
A ghost threatened the children.,The children were threatened by a ghost.,threaten,x,,TRUE
The news threatened the community.,The community was threatened by the news.,threaten,,,TRUE
The child upset the teacher.,The teacher was upset by the child.,upset,,,TRUE
A thunderstorm upset the picnic.,The picnic was upset by a thunderstorm.,upset,,,TRUE
The unexpected call upset the plans.,The plans were upset by the unexpected call.,upset,,,TRUE
The movie upset the audience.,The audience was upset by the movie.,upset,,,TRUE
The argument upset the friends.,The friends were upset by the argument.,upset,,,TRUE
The change upset the routine.,The routine was upset by the change.,upset,,,TRUE
The criticism upset the artist.,The artist was upset by the criticism.,upset,,,TRUE
His behavior upset the family.,The family was upset by his behavior.,upset,,,TRUE
The storm worried the villagers.,The villagers were worried by the storm.,worry,,,TRUE
The news worried the parents.,The parents were worried by the news.,worry,,,TRUE
The deadline worried the students.,The students were worried by the deadline.,worry,,,TRUE
The report worried the manager.,The manager was worried by the report.,worry,,,TRUE
The uncertainty worried the travelers.,The travelers were worried by the uncertainty.,worry,,,TRUE
The interview worried the candidate.,The candidate was worried by the interview.,worry,,,TRUE
The meeting worried the employees.,The employees were worried by the meeting.,worry,,,TRUE
The forecast worried the farmers.,The farmers were worried by the forecast.,worry,,,TRUE
The rumor worried the community.,The community was worried by the rumor.,worry,,,TRUE
The magician wowed the audience.  ,The audience was wowed by the magician.,wow,,,TRUE
The performance wowed the crowd.  ,The crowd was wowed by the performance.,wow,,,TRUE
The artwork wowed everyone.  ,The artwork was wowed by everyone.,wow,,,TRUE
The event wowed the guests.  ,The guests were wowed by the event.,wow,,,TRUE
The singer wowed the fans.  ,The fans were wowed by the singer.,wow,,,TRUE
The roller coaster wowed the riders.  ,The riders were wowed by the roller coaster.,wow,,,TRUE
The presentation wowed the investors.  ,The investors were wowed by the presentation.,wow,,,TRUE
The teacher admired the student's artwork.,The student's artwork was admired by the teacher.,admire,,,TRUE
The crowd admired the athlete's performance.,The athlete's performance was admired by the crowd.,admire,,,TRUE
A critic admired the new restaurant's menu.,The new restaurant's menu was admired by a critic.,admire,,,TRUE
The fans admired the singer's talent.,The singer's talent was admired by the fans.,admire,,,TRUE
The judges admired the dancer's grace.,The dancer's grace was admired by the judges.,admire,,,TRUE
The tourists admired the ancient ruins.,The ancient ruins were admired by the tourists.,admire,,,TRUE
The art collector admired the painting.,The painting was admired by the art collector.,admire,,,TRUE
A parent admired the child's drawing.,The child's drawing was admired by a parent.,admire,,,TRUE
The photographer admired the sunset.,The sunset was admired by the photographer.,admire,,,TRUE
The child adored the puppy.,The puppy was adored by the child.,adore,,,TRUE
The artist adored the painting.,The painting was adored by the artist.,adore,,,TRUE
The teacher adored the student.,The student was adored by the teacher.,adore,,,TRUE
The fan adored the singer.,The singer was adored by the fan.,adore,,,TRUE
The grandmother adored the flowers.,The flowers were adored by the grandmother.,adore,,,TRUE
The chef adored the recipe.,The recipe was adored by the chef.,adore,,,TRUE
The audience adored the performance.,The performance was adored by the audience.,adore,,,TRUE
The librarian adored the book.,The book was adored by the librarian.,adore,,,TRUE
The students heard the announcement.  ,The announcement was heard by the students.,hear,,,TRUE
The teacher heard the noise.  ,The noise was heard by the teacher.,hear,,,TRUE
The crowd heard the music.  ,The music was heard by the crowd.,hear,,,TRUE
The audience heard the speaker.  ,The speaker was heard by the audience.,hear,,,TRUE
The dog heard the barking.  ,The barking was heard by the dog.,hear,,,TRUE
The neighbors heard the commotion.  ,The commotion was heard by the neighbors.,hear,,,TRUE
The workers heard the news.  ,The news was heard by the workers.,hear,,,TRUE
The friends heard the story.  ,The story was heard by the friends.,hear,,,TRUE
The teacher ignored the mistakes.,The mistakes were ignored by the teacher.,ignore,,,TRUE
The dog ignored the commands.,The commands were ignored by the dog.,ignore,,,TRUE
The manager ignored the complaints.,The complaints were ignored by the manager.,ignore,,,TRUE
The crowd ignored the announcement.,The announcement was ignored by the crowd.,ignore,,,TRUE
The artist ignored the criticism.,The criticism was ignored by the artist.,ignore,,,TRUE
The child ignored the warnings.,The warnings were ignored by the child.,ignore,,,TRUE
The athlete ignored the distractions.,The distractions were ignored by the athlete.,ignore,,,TRUE
The neighbors ignored the noise.,The noise was ignored by the neighbors.,ignore,,,TRUE
The student ignored the lecture.,The lecture was ignored by the student.,ignore,,,TRUE
The teacher noticed the mistake.  ,The mistake was noticed by the teacher.,notice,,,TRUE
A student noticed the book.  ,The book was noticed by a student.,notice,,,TRUE
The woman noticed the change.  ,The change was noticed by the woman.,notice,,,TRUE
The manager noticed the error.  ,The error was noticed by the manager.,notice,,,TRUE
The artist noticed the detail.  ,The detail was noticed by the artist.,notice,,,TRUE
The doctor noticed the symptoms.  ,The symptoms were noticed by the doctor.,notice,,,TRUE
The child noticed the butterflies.  ,The butterflies were noticed by the child.,notice,,,TRUE
The photographer noticed the lighting.  ,The lighting was noticed by the photographer.,notice,,,TRUE
The scientist noticed the trend.  ,The trend was noticed by the scientist.,notice,,,TRUE
The artist sensed the emotion.  ,The emotion was sensed by the artist.,sense,,,TRUE
The detective sensed the tension.  ,The tension was sensed by the detective.,sense,,,TRUE
The teacher sensed the confusion.  ,The confusion was sensed by the teacher.,sense,,,TRUE
The sailor sensed the wind shift.  ,The wind shift was sensed by the sailor.,sense,,,TRUE
The musician sensed the rhythm.  ,The rhythm was sensed by the musician.,sense,,,TRUE
The scholar sensed the urgency.  ,The urgency was sensed by the scholar.,sense,,,TRUE
The dog smelled the flower.,The flower was smelled by the dog.,smell,,,TRUE
A child smelled the cookie.,The cookie was smelled by a child.,smell,,,TRUE
The chef smelled the broth.,The broth was smelled by the chef.,smell,,,TRUE
The detective smelled the smoke.,The smoke was smelled by the detective.,smell,,,TRUE
The gardener smelled the roses.,The roses were smelled by the gardener.,smell,,,TRUE
A scientist smelled the chemical.,The chemical was smelled by a scientist.,smell,,,TRUE
The teacher smelled the paper.,The paper was smelled by the teacher.,smell,,,TRUE
The hiker smelled the pine trees.,The pine trees were smelled by the hiker.,smell,,,TRUE
The artist smelled the paint.,The paint was smelled by the artist.,smell,,,TRUE
The researcher discovered a rare species.,A rare species was discovered by the researcher.,discover,,,TRUE
The detective discovered the missing evidence.,The missing evidence was discovered by the detective.,discover,,,TRUE
The doctor examined the patient.,The patient was examined by the doctor.,examine,,,TRUE
The scientist examined the samples.,The samples were examined by the scientist.,examine,,,TRUE
The teacher examined the essays.,The essays were examined by the teacher.,examine,,,TRUE
The mechanic examined the engine.,The engine was examined by the mechanic.,examine,,,TRUE
The inspector examined the documents.,The documents were examined by the inspector.,examine,,,TRUE
The curator examined the artwork.,The artwork was examined by the curator.,examine,,,TRUE
The detective examined the evidence.,The evidence was examined by the detective.,examine,,,TRUE
The student examined the textbook.,The textbook was examined by the student.,examine,,,TRUE
The researcher examined the data.,The data was examined by the researcher.,examine,,,TRUE
The photographer glimpsed the sunset.  ,The sunset was glimpsed by the photographer.,glimpse,,,TRUE
The detective glimpsed the suspect.  ,The suspect was glimpsed by the detective.,glimpse,,,TRUE
The tourist glimpsed the monument.  ,The monument was glimpsed by the tourist.,glimpse,,,TRUE
The scientist glimpsed the rare species.  ,The rare species was glimpsed by the scientist.,glimpse,,,TRUE
The mother glimpsed the child at play.  ,The child was glimpsed at play by the mother.,glimpse,,,TRUE
The engineer inspected the machinery.  ,The machinery was inspected by the engineer.,inspect,,,TRUE
The teacher inspected the homework.  ,The homework was inspected by the teacher.,inspect,,,TRUE
The inspector inspected the building.  ,The building was inspected by the inspector.,inspect,,,TRUE
The manager inspected the reports.  ,The reports were inspected by the manager.,inspect,,,TRUE
The doctor inspected the wound.  ,The wound was inspected by the doctor.,inspect,,,TRUE
A chef inspected the ingredients.  ,The ingredients were inspected by a chef.,inspect,,,TRUE
The officer inspected the vehicle.  ,The vehicle was inspected by the officer.,inspect,,,TRUE
The expert inspected the artifact.  ,The artifact was inspected by the expert.,inspect,,,TRUE
The curator inspected the paintings.  ,The paintings were inspected by the curator.,inspect,,,TRUE
The detective investigated the case.,The case was investigated by the detective.,investigate,,,TRUE
The team investigated the incident.,The incident was investigated by the team.,investigate,,,TRUE
The researcher investigated the phenomenon.,The phenomenon was investigated by the researcher.,investigate,,,TRUE
The journalist investigated the corruption.,The corruption was investigated by the journalist.,investigate,,,TRUE
The committee investigated the allegations.,The allegations were investigated by the committee.,investigate,,,TRUE
The students investigated the experiment.,The experiment was investigated by the students.,investigate,,,TRUE
The inspector investigated the facility.,The facility was investigated by the inspector.,investigate,,,TRUE
The scientist investigated the hypothesis.,The hypothesis was investigated by the scientist.,investigate,,,TRUE
The police investigated the theft.,The theft was investigated by the police.,investigate,,,TRUE
The scientist observed the experiment.,The experiment was observed by the scientist.,observe,,,TRUE
The students observed the animals.,The animals were observed by the students.,observe,,,TRUE
The photographer observed the sunset.,The sunset was observed by the photographer.,observe,,,TRUE
The teacher observed the class.,The class was observed by the teacher.,observe,,,TRUE
The botanist observed the flowers.,The flowers were observed by the botanist.,observe,,,TRUE
The child observed the insects.,The insects were observed by the child.,observe,,,TRUE
The doctor observed the patient.,The patient was observed by the doctor.,observe,,,TRUE
The audience observed the performance.,The performance was observed by the audience.,observe,,,TRUE
The investigator observed the crime scene.,The crime scene was observed by the investigator.,observe,,,TRUE
The detective overheard the conversation.  ,The conversation was overheard by the detective.,overhear,,,TRUE
The student overheard the lecture.  ,The lecture was overheard by the student.,overhear,,,TRUE
The cat overheard the argument.  ,The argument was overheard by the cat.,overhear,x,,TRUE
The journalist overheard the plans.  ,The plans were overheard by the journalist.,overhear,,,TRUE
A neighbor overheard the phone call.  ,The phone call was overheard by a neighbor.,overhear,,,TRUE
The parent overheard the discussion.  ,The discussion was overheard by the parent.,overhear,,,TRUE
The waiter overheard the complaint.  ,The complaint was overheard by the waiter.,overhear,,,TRUE
The teacher overheard the secret.  ,The secret was overheard by the teacher.,overhear,,,TRUE
The child overheard the announcement.  ,The announcement was overheard by the child.,overhear,x,,TRUE
The teacher recognized the student.,The student was recognized by the teacher.,recognize,,,TRUE
The audience recognized the speaker.,The speaker was recognized by the audience.,recognize,,,TRUE
The artist recognized the painting.,The painting was recognized by the artist.,recognize,,,TRUE
The manager recognized the employee.,The employee was recognized by the manager.,recognize,,,TRUE
The book club recognized the novel.,The novel was recognized by the book club.,recognize,,,TRUE
The child recognized the character.,The character was recognized by the child.,recognize,,,TRUE
The researcher recognized the error.,The error was recognized by the researcher.,recognize,,,TRUE
The child remembered the song.,The song was remembered by the child.,remember,,,TRUE
The student remembered the lesson.,The lesson was remembered by the student.,remember,,,TRUE
The teacher remembered the names.,The names were remembered by the teacher.,remember,,,TRUE
The artist remembered the colors.,The colors were remembered by the artist.,remember,,,TRUE
The athlete remembered the game.,The game was remembered by the athlete.,remember,,,TRUE
The detective remembered the clue.,The clue was remembered by the detective.,remember,,,TRUE
The chef remembered the recipe.,The recipe was remembered by the chef.,remember,,,TRUE
The parent remembered the date.,The date was remembered by the parent.,remember,,,TRUE
The historian remembered the event.,The event was remembered by the historian.,remember,,,TRUE
A child spotted the hidden treasure.  ,The hidden treasure was spotted by a child.,spot,,,TRUE
The hiker spotted the mountain peak.  ,The mountain peak was spotted by the hiker.,spot,,,TRUE
The driver spotted the danger ahead.  ,The danger ahead was spotted by the driver.,spot,,,TRUE
The artist spotted the perfect scene.  ,The perfect scene was spotted by the artist.,spot,,,TRUE
The detective spied on the suspect.,The suspect was spied on by the detective.,spy on,,?,TRUE
The cat spied on the bird.,The bird was spied on by the cat.,spy on,,,TRUE
The journalist spied on the politician.,The politician was spied on by the journalist.,spy on,,,TRUE
The child spied on the neighbors.,The neighbors were spied on by the child.,spy on,,,TRUE
The soldier spied on the enemy.,The enemy was spied on by the soldier.,spy on,,,TRUE
The employee spied on the boss.,The boss was spied on by the employee.,spy on,,,TRUE
The squirrel spied on the picnic.,The picnic was spied on by the squirrel.,spy on,,,TRUE
The photographer spied on the model.,The model was spied on by the photographer.,spy on,,,TRUE
The teacher spied on the students.,The students were spied on by the teacher.,spy on,,,TRUE
A cat watched the bird.  ,The bird was watched by a cat.,watch,,,TRUE
The team watched the replay.  ,The replay was watched by the team.,watch,,,TRUE
The audience watched the show.  ,The show was watched by the audience.,watch,,,TRUE
The dog watched the squirrel.  ,The squirrel was watched by the dog.,watch,,,TRUE
The artist gazed at the canvas.  ,The canvas was gazed at by the artist.,gaze at,,?,TRUE
The children gazed at the stars.  ,The stars were gazed at by the children.,gaze at,,,TRUE
The photographer gazed at the sunset.  ,The sunset was gazed at by the photographer.,gaze at,,,TRUE
The teacher gazed at the students.  ,The students were gazed at by the teacher.,gaze at,,,TRUE
The traveler gazed at the mountains.  ,The mountains were gazed at by the traveler.,gaze at,,,TRUE
The couple gazed at each other.  ,The couple was gazed at by each other.,gaze at,,,TRUE
The dog gazed at the squirrel.  ,The squirrel was gazed at by the dog.,gaze at,,,TRUE
The painter gazed at the landscape.  ,The landscape was gazed at by the painter.,gaze at,,,TRUE
The audience gazed at the performance.  ,The performance was gazed at by the audience.,gaze at,,,TRUE
The audience listened to the speaker.,The speaker was listened to by the audience.,listen to,,,TRUE
The teacher listened to the explanation.,The explanation was listened to by the teacher.,listen to,,,TRUE
The researcher listened to the interview.,The interview was listened to by the researcher.,listen to,,,TRUE
The family listened to the radio.,The radio was listened to by the family.,listen to,,,TRUE
The teacher looked at the homework.,The homework was looked at by the teacher.,look at,,?,TRUE
The child looked at the picture.,The picture was looked at by the child.,look at,,,TRUE
The artist looked at the canvas.,The canvas was looked at by the artist.,look at,,,TRUE
The scientist looked at the data.,The data was looked at by the scientist.,look at,,,TRUE
The detective looked at the evidence.,The evidence was looked at by the detective.,look at,,,TRUE
The student looked at the textbook.,The textbook was looked at by the student.,look at,,,TRUE
The dog looked at the squirrel.,The squirrel was looked at by the dog.,look at,,,TRUE
The woman looked at the mirror.,The mirror was looked at by the woman.,look at,,,TRUE
The chef looked at the recipe.,The recipe was looked at by the chef.,look at,,,TRUE
The child stared at the painting.  ,The painting was stared at by the child.,stare at,,?,TRUE
A teacher stared at the students.  ,The students were stared at by a teacher.,stare at,,,TRUE
The dog stared at the squirrel.  ,The squirrel was stared at by the dog.,stare at,,,TRUE
The photographer stared at the landscape.  ,The landscape was stared at by the photographer.,stare at,,,TRUE
The audience stared at the performer.  ,The performer was stared at by the audience.,stare at,,,TRUE
The detective stared at the evidence.  ,The evidence was stared at by the detective.,stare at,,,TRUE
The girl stared at the stars.  ,The stars were stared at by the girl.,stare at,,,TRUE
The soldier stared at the horizon.  ,The horizon was stared at by the soldier.,stare at,,,TRUE
The scientist stared at the microscope.  ,The microscope was stared at by the scientist.,stare at,,,TRUE
The artist appreciated the feedback.  ,The feedback was appreciated by the artist.,appreciate,,,TRUE
The teacher appreciated the effort.  ,The effort was appreciated by the teacher.,appreciate,,,TRUE
The manager appreciated the report.  ,The report was appreciated by the manager.,appreciate,,,TRUE
The team appreciated the support.  ,The support was appreciated by the team.,appreciate,,,TRUE
The chef appreciated the compliment.  ,The compliment was appreciated by the chef.,appreciate,,,TRUE
The audience appreciated the performance.  ,The performance was appreciated by the audience.,appreciate,,,TRUE
The author appreciated the review.  ,The review was appreciated by the author.,appreciate,,,TRUE
The volunteer appreciated the recognition.   ,The recognition was appreciated by the volunteer.,appreciate,,,TRUE
The student appreciated the guidance.  ,The guidance was appreciated by the student.,appreciate,,,TRUE
The children believed the story.  ,The story was believed by the children.,believe,,,TRUE
The teacher believed the student.  ,The student was believed by the teacher.,believe,,,TRUE
The scientists believed the theory.  ,The theory was believed by the scientists.,believe,,,TRUE
The audience believed the performance.  ,The performance was believed by the audience.,believe,,,TRUE
The witnesses believed the explanation.  ,The explanation was believed by the witnesses.,believe,,,TRUE
The public believed the news.  ,The news was believed by the public.,believe,,,TRUE
The friend believed the secret.  ,The secret was believed by the friend.,believe,,,TRUE
The experts believed the data.  ,The data was believed by the experts.,believe,,,TRUE
The team believed the coach.  ,The coach was believed by the team.,believe,,,TRUE
The child liked the story.,The story was liked by the child.,like,,,TRUE
The teacher liked the project.,The project was liked by the teacher.,like,,,TRUE
The dog liked the bone.,The bone was liked by the dog.,like,,,TRUE
Sarah liked the painting.,The painting was liked by Sarah.,like,,,TRUE
The crowd liked the performance.,The performance was liked by the crowd.,like,,,TRUE
The chef liked the dish.,The dish was liked by the chef.,like,,,TRUE
The audience liked the music.,The music was liked by the audience.,like,,,TRUE
The student liked the book.,The book was liked by the student.,like,,,TRUE
The friends liked the movie.,The movie was liked by the friends.,like,,,TRUE
The dog loved the blanket.,The blanket was loved by the dog.,love,,,TRUE
The artist loved the painting.,The painting was loved by the artist.,love,,,TRUE
The teacher loved the books.,The books were loved by the teacher.,love,,,TRUE
The couple loved the music.,The music was loved by the couple.,love,,,TRUE
The cat loved the sun.,The sun was loved by the cat.,love,,,TRUE
The crowd loved the performance.,The performance was loved by the crowd.,love,,,TRUE
The friends loved the adventure.,The adventure was loved by the friends.,love,,,TRUE
The audience loved the speech.,The speech was loved by the audience.,love,,,TRUE
The student missed the bus.  ,The bus was missed by the student.,miss,,,TRUE
The team missed the goal.  ,The goal was missed by the team.,miss,,,TRUE
The child missed the train.  ,The train was missed by the child.,miss,,,TRUE
The player missed the shot.  ,The shot was missed by the player.,miss,,,TRUE
The teacher missed the deadline.  ,The deadline was missed by the teacher.,miss,,,TRUE
The dog missed the ball.  ,The ball was missed by the dog.,miss,,,TRUE
The runner missed the mark.  ,The mark was missed by the runner.,miss,,,TRUE
The audience missed the message.  ,The message was missed by the audience.,miss,,,TRUE
The teacher respected the student.  ,The student was respected by the teacher.,respect,,,TRUE
The community respected the decision.  ,The decision was respected by the community.,respect,,,TRUE
The artist respected the viewers.  ,The viewers were respected by the artist.,respect,,,TRUE
The coach respected the rules.  ,The rules were respected by the coach.,respect,,,TRUE
The manager respected the employees.  ,The employees were respected by the manager.,respect,,,TRUE
The audience respected the performance.  ,The performance was respected by the audience.,respect,,,TRUE
The writer respected the feedback.  ,The feedback was respected by the writer.,respect,,,TRUE
The leader respected the traditions.  ,The traditions were respected by the leader.,respect,,,TRUE
The team supported the project.,The project was supported by the team.,support,,,TRUE
The community supported the initiative.,The initiative was supported by the community.,support,,,TRUE
The organization supported the cause.,The cause was supported by the organization.,support,,,TRUE
The friends supported the decision.,The decision was supported by the friends.,support,,,TRUE
The evidence supported the theory.,The theory was supported by the evidence.,support,,,TRUE
The parents supported the children.,The children were supported by the parents.,support,,,TRUE
The report supported the findings.,The findings were supported by the report.,support,,,TRUE
The expert supported the proposal.,The proposal was supported by the expert.,support,,,TRUE
The data supported the claim.,The claim was supported by the data.,support,,,TRUE
The teacher tolerated the noise.,The noise was tolerated by the teacher.,tolerate,,,TRUE
The manager tolerated the delay.,The delay was tolerated by the manager.,tolerate,,,TRUE
The parent tolerated the behavior.,The behavior was tolerated by the parent.,tolerate,,,TRUE
The community tolerated the change.,The change was tolerated by the community.,tolerate,,,TRUE
The audience tolerated the performance.,The performance was tolerated by the audience.,tolerate,,,TRUE
The employee tolerated the criticism.,The criticism was tolerated by the employee.,tolerate,,,TRUE
The friend tolerated the awkwardness.,The awkwardness was tolerated by the friend.,tolerate,,,TRUE
The dog tolerated the grooming.,The grooming was tolerated by the dog.,tolerate,,,TRUE
The child tolerated the medicine.,The medicine was tolerated by the child.,tolerate,,,TRUE
The cat trusted the dog.,The dog was trusted by the cat.,trust,,,TRUE
The investor trusted the advisor.,The advisor was trusted by the investor.,trust,,,TRUE
The employee trusted the manager.,The manager was trusted by the employee.,trust,,,TRUE
The traveler trusted the guide.,The guide was trusted by the traveler.,trust,,,TRUE
The player trusted the referee.,The referee was trusted by the player.,trust,,,TRUE
The teacher understood the concept.,The concept was understood by the teacher.,understand,,,TRUE
The student understood the lesson.,The lesson was understood by the student.,understand,,,TRUE
The researcher understood the data.,The data was understood by the researcher.,understand,,,TRUE
The child understood the instructions.,The instructions were understood by the child.,understand,,,TRUE
The audience understood the presentation.,The presentation was understood by the audience.,understand,,,TRUE
The scientist understood the hypothesis.,The hypothesis was understood by the scientist.,understand,,,TRUE
The engineer understood the problem.,The problem was understood by the engineer.,understand,,,TRUE
The team understood the strategy.,The strategy was understood by the team.,understand,,,TRUE
The author understood the feedback.,The feedback was understood by the author.,understand,,,TRUE
The villagers worshiped the ancient tree.,The ancient tree was worshiped by the villagers.,worship,,,TRUE
The monks worshiped in the temple.,The temple was worshiped in by the monks.,worship,,,TRUE
The children worshiped the sun.,The sun was worshiped by the children.,worship,,,TRUE
The crowd worshiped the pop star.,The pop star was worshiped by the crowd.,worship,,,TRUE
The family worshiped the ancestors.,The ancestors were worshiped by the family.,worship,,,TRUE
The artists worshiped beauty.,Beauty was worshiped by the artists.,worship,,,TRUE
The child despised the broccoli.,The broccoli was despised by the child.,despise,,,TRUE
The teacher despised the dishonesty.,The dishonesty was despised by the teacher.,despise,,,TRUE
The cat despised the dog.,The dog was despised by the cat.,despise,,,TRUE
The critic despised the movie.,The movie was despised by the critic.,despise,,,TRUE
The athlete despised the unfair rules.,The unfair rules were despised by the athlete.,despise,,,TRUE
The author despised the plagiarism.,The plagiarism was despised by the author.,despise,,,TRUE
The artist despised the harsh criticism.,The harsh criticism was despised by the artist.,despise,,,TRUE
The neighbor despised the loud music.,The loud music was despised by the neighbor.,despise,,,TRUE
The scientist despised the misinformation.,The misinformation was despised by the scientist.,despise,,,TRUE
The child detested the broccoli.  ,The broccoli was detested by the child.,detest,,,TRUE
The teacher detested the late assignments.  ,The late assignments were detested by the teacher.,detest,,,TRUE
The critic detested the latest movie.  ,The latest movie was detested by the critic.,detest,,,TRUE
The audience detested the performance.  ,The performance was detested by the audience.,detest,,,TRUE
The chef detested the undercooked meat.  ,The undercooked meat was detested by the chef.,detest,,,TRUE
The artist detested the new trends.  ,The new trends were detested by the artist.,detest,,,TRUE
